,学习率,叶子节点数量,叶子节点最小样本数量,子采样率,特征采样率,最大深度,max_bin,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,15,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,24
4204,0.11,10,4,0.6,0.5,5,60,0.828734057,0.928170021,0.096870678,0.147320185,0.198968802,0.133502869,0.752954152,0.734439834,automl\lightGBM_AutoMl2021_4204,0.853434549,0.938757748,0.078492857,0.13720434,0.116482857,0.140837641,0.754802504,0.759227095,automl\lightGBM_AutoMl2023_4204
4246,0.11,10,4,0.7,0.5,5,60,0.828734057,0.928170021,0.096870678,0.147320185,0.198968802,0.133502869,0.752954152,0.734439834,automl\lightGBM_AutoMl2021_4246,0.853434549,0.938757748,0.078492857,0.13720434,0.116482857,0.140837641,0.754802504,0.759227095,automl\lightGBM_AutoMl2023_4246
4288,0.11,10,4,0.8,0.5,5,60,0.828734057,0.928170021,0.096870678,0.147320185,0.198968802,0.133502869,0.752954152,0.734439834,automl\lightGBM_AutoMl2021_4288,0.853434549,0.938757748,0.078492857,0.13720434,0.116482857,0.140837641,0.754802504,0.759227095,automl\lightGBM_AutoMl2023_4288
4330,0.11,10,4,1,0.5,5,60,0.828734057,0.928170021,0.096870678,0.147320185,0.198968802,0.133502869,0.752954152,0.734439834,automl\lightGBM_AutoMl2021_4330,0.853434549,0.938757748,0.078492857,0.13720434,0.116482857,0.140837641,0.754802504,0.759227095,automl\lightGBM_AutoMl2023_4330
7744,0.125,10,8,0.6,0.5,9,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7744,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7744
7747,0.125,10,8,0.6,0.5,11,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7747,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7747
7786,0.125,10,8,0.7,0.5,9,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7786,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7786
7789,0.125,10,8,0.7,0.5,11,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7789,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7789
7828,0.125,10,8,0.8,0.5,9,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7828,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7828
7831,0.125,10,8,0.8,0.5,11,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7831,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7831
7870,0.125,10,8,1,0.5,9,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7870,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7870
7873,0.125,10,8,1,0.5,11,60,0.828699214,0.929091115,0.094775737,0.138350006,0.208100622,0.119965799,0.749172838,0.735157699,automl\lightGBM_AutoMl2021_7873,0.850673288,0.938751868,0.07558969,0.130455464,0.117807372,0.132599543,0.737103389,0.752036996,automl\lightGBM_AutoMl2023_7873
5066,0.11,11,4,0.6,0.3,5,100,0.828678029,0.90620847,0.115143398,0.128417437,0.098683834,0.136866818,0.721443202,0.686661168,automl\lightGBM_AutoMl2021_5066,0.826612084,0.914155211,0.110378734,0.177744836,0.119275053,0.188290263,0.728685517,0.724230398,automl\lightGBM_AutoMl2023_5066
5108,0.11,11,4,0.7,0.3,5,100,0.828678029,0.90620847,0.115143398,0.128417437,0.098683834,0.136866818,0.721443202,0.686661168,automl\lightGBM_AutoMl2021_5108,0.826612084,0.914155211,0.110378734,0.177744836,0.119275053,0.188290263,0.728685517,0.724230398,automl\lightGBM_AutoMl2023_5108
5150,0.11,11,4,0.8,0.3,5,100,0.828678029,0.90620847,0.115143398,0.128417437,0.098683834,0.136866818,0.721443202,0.686661168,automl\lightGBM_AutoMl2021_5150,0.826612084,0.914155211,0.110378734,0.177744836,0.119275053,0.188290263,0.728685517,0.724230398,automl\lightGBM_AutoMl2023_5150
5192,0.11,11,4,1,0.3,5,100,0.828678029,0.90620847,0.115143398,0.128417437,0.098683834,0.136866818,0.721443202,0.686661168,automl\lightGBM_AutoMl2021_5192,0.826612084,0.914155211,0.110378734,0.177744836,0.119275053,0.188290263,0.728685517,0.724230398,automl\lightGBM_AutoMl2023_5192
8602,0.125,11,8,0.6,0.3,8,60,0.828668214,0.904601348,0.113803572,0.12128973,0.096995956,0.128109796,0.715298566,0.684198629,automl\lightGBM_AutoMl2021_8602,0.840301023,0.917349393,0.1072282,0.172369193,0.091376128,0.187665582,0.757392618,0.738037649,automl\lightGBM_AutoMl2023_8602
8644,0.125,11,8,0.7,0.3,8,60,0.828668214,0.904601348,0.113803572,0.12128973,0.096995956,0.128109796,0.715298566,0.684198629,automl\lightGBM_AutoMl2021_8644,0.840301023,0.917349393,0.1072282,0.172369193,0.091376128,0.187665582,0.757392618,0.738037649,automl\lightGBM_AutoMl2023_8644
8686,0.125,11,8,0.8,0.3,8,60,0.828668214,0.904601348,0.113803572,0.12128973,0.096995956,0.128109796,0.715298566,0.684198629,automl\lightGBM_AutoMl2021_8686,0.840301023,0.917349393,0.1072282,0.172369193,0.091376128,0.187665582,0.757392618,0.738037649,automl\lightGBM_AutoMl2023_8686
8728,0.125,11,8,1,0.3,8,60,0.828668214,0.904601348,0.113803572,0.12128973,0.096995956,0.128109796,0.715298566,0.684198629,automl\lightGBM_AutoMl2021_8728,0.840301023,0.917349393,0.1072282,0.172369193,0.091376128,0.187665582,0.757392618,0.738037649,automl\lightGBM_AutoMl2023_8728
8604,0.125,11,8,0.6,0.3,9,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8604,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8604
8607,0.125,11,8,0.6,0.3,11,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8607,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8607
8646,0.125,11,8,0.7,0.3,9,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8646,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8646
8649,0.125,11,8,0.7,0.3,11,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8649,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8649
8688,0.125,11,8,0.8,0.3,9,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8688,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8688
8691,0.125,11,8,0.8,0.3,11,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8691,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8691
8730,0.125,11,8,1,0.3,9,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8730,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8730
8733,0.125,11,8,1,0.3,11,15,0.828508685,0.90935857,0.112745813,0.127185957,0.110209964,0.132041078,0.724279187,0.687556087,automl\lightGBM_AutoMl2021_8733,0.832618564,0.915152203,0.108372135,0.173403597,0.101654143,0.186674323,0.738182603,0.725806452,automl\lightGBM_AutoMl2023_8733
9755,0.125,13,14,0.6,0.5,7,100,0.828507485,0.930155475,0.093822495,0.132187856,0.176580967,0.120652694,0.726484954,0.716995802,automl\lightGBM_AutoMl2021_9755,0.85537072,0.941351495,0.07458081,0.12687333,0.117890365,0.128422591,0.750269804,0.75994753,automl\lightGBM_AutoMl2023_9755
9797,0.125,13,14,0.7,0.5,7,100,0.828507485,0.930155475,0.093822495,0.132187856,0.176580967,0.120652694,0.726484954,0.716995802,automl\lightGBM_AutoMl2021_9797,0.85537072,0.941351495,0.07458081,0.12687333,0.117890365,0.128422591,0.750269804,0.75994753,automl\lightGBM_AutoMl2023_9797
9839,0.125,13,14,0.8,0.5,7,100,0.828507485,0.930155475,0.093822495,0.132187856,0.176580967,0.120652694,0.726484954,0.716995802,automl\lightGBM_AutoMl2021_9839,0.85537072,0.941351495,0.07458081,0.12687333,0.117890365,0.128422591,0.750269804,0.75994753,automl\lightGBM_AutoMl2023_9839
9881,0.125,13,14,1,0.5,7,100,0.828507485,0.930155475,0.093822495,0.132187856,0.176580967,0.120652694,0.726484954,0.716995802,automl\lightGBM_AutoMl2021_9881,0.85537072,0.941351495,0.07458081,0.12687333,0.117890365,0.128422591,0.750269804,0.75994753,automl\lightGBM_AutoMl2023_9881
7572,0.125,10,4,0.6,0.5,8,15,0.828380815,0.924633113,0.100163874,0.145974737,0.179129072,0.137319853,0.740979991,0.729939469,automl\lightGBM_AutoMl2021_7572,0.846545437,0.935505028,0.080990952,0.142702157,0.120109669,0.146551132,0.737103389,0.750466982,automl\lightGBM_AutoMl2023_7572
7614,0.125,10,4,0.7,0.5,8,15,0.828380815,0.924633113,0.100163874,0.145974737,0.179129072,0.137319853,0.740979991,0.729939469,automl\lightGBM_AutoMl2021_7614,0.846545437,0.935505028,0.080990952,0.142702157,0.120109669,0.146551132,0.737103389,0.750466982,automl\lightGBM_AutoMl2023_7614
7656,0.125,10,4,0.8,0.5,8,15,0.828380815,0.924633113,0.100163874,0.145974737,0.179129072,0.137319853,0.740979991,0.729939469,automl\lightGBM_AutoMl2021_7656,0.846545437,0.935505028,0.080990952,0.142702157,0.120109669,0.146551132,0.737103389,0.750466982,automl\lightGBM_AutoMl2023_7656
7698,0.125,10,4,1,0.5,8,15,0.828380815,0.924633113,0.100163874,0.145974737,0.179129072,0.137319853,0.740979991,0.729939469,automl\lightGBM_AutoMl2021_7698,0.846545437,0.935505028,0.080990952,0.142702157,0.120109669,0.146551132,0.737103389,0.750466982,automl\lightGBM_AutoMl2023_7698
5223,0.11,11,8,0.6,0.5,9,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5223,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5223
5226,0.11,11,8,0.6,0.5,11,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5226,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5226
5265,0.11,11,8,0.7,0.5,9,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5265,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5265
5268,0.11,11,8,0.7,0.5,11,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5268,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5268
5307,0.11,11,8,0.8,0.5,9,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5307,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5307
5310,0.11,11,8,0.8,0.5,11,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5310,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5310
5349,0.11,11,8,1,0.5,9,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5349,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5349
5352,0.11,11,8,1,0.5,11,15,0.828366047,0.921916303,0.102547726,0.149244966,0.185602212,0.139472204,0.752796597,0.732878288,automl\lightGBM_AutoMl2021_5352,0.852922931,0.934433594,0.081007225,0.134477422,0.122074122,0.136671779,0.759551047,0.761111712,automl\lightGBM_AutoMl2023_5352
5235,0.11,11,8,0.6,0.3,6,15,0.828267456,0.906523808,0.115844508,0.134215525,0.112429379,0.140509221,0.732787144,0.692783198,automl\lightGBM_AutoMl2021_5235,0.838559329,0.917036176,0.10891957,0.174232749,0.088924443,0.190218569,0.751564861,0.734831698,automl\lightGBM_AutoMl2023_5235
5277,0.11,11,8,0.7,0.3,6,15,0.828267456,0.906523808,0.115844508,0.134215525,0.112429379,0.140509221,0.732787144,0.692783198,automl\lightGBM_AutoMl2021_5277,0.838559329,0.917036176,0.10891957,0.174232749,0.088924443,0.190218569,0.751564861,0.734831698,automl\lightGBM_AutoMl2023_5277
5319,0.11,11,8,0.8,0.3,6,15,0.828267456,0.906523808,0.115844508,0.134215525,0.112429379,0.140509221,0.732787144,0.692783198,automl\lightGBM_AutoMl2021_5319,0.838559329,0.917036176,0.10891957,0.174232749,0.088924443,0.190218569,0.751564861,0.734831698,automl\lightGBM_AutoMl2023_5319
5361,0.11,11,8,1,0.3,6,15,0.828267456,0.906523808,0.115844508,0.134215525,0.112429379,0.140509221,0.732787144,0.692783198,automl\lightGBM_AutoMl2021_5361,0.838559329,0.917036176,0.10891957,0.174232749,0.088924443,0.190218569,0.751564861,0.734831698,automl\lightGBM_AutoMl2023_5361
2387,0.95,11,19,0.6,0.3,8,100,0.828110725,0.924563914,0.124696609,0.168454793,0.208960453,0.148521493,0.87994328,0.666269013,automl\lightGBM_AutoMl2021_2387,0.757783265,0.82936963,0.125389629,0.131080993,0.209725497,0.11221724,0.630692856,0.552833223,automl\lightGBM_AutoMl2023_2387
2429,0.95,11,19,0.7,0.3,8,100,0.828110725,0.924563914,0.124696609,0.168454793,0.208960453,0.148521493,0.87994328,0.666269013,automl\lightGBM_AutoMl2021_2429,0.757783265,0.82936963,0.125389629,0.131080993,0.209725497,0.11221724,0.630692856,0.552833223,automl\lightGBM_AutoMl2023_2429
2471,0.95,11,19,0.8,0.3,8,100,0.828110725,0.924563914,0.124696609,0.168454793,0.208960453,0.148521493,0.87994328,0.666269013,automl\lightGBM_AutoMl2021_2471,0.757783265,0.82936963,0.125389629,0.131080993,0.209725497,0.11221724,0.630692856,0.552833223,automl\lightGBM_AutoMl2023_2471
2513,0.95,11,19,1,0.3,8,100,0.828110725,0.924563914,0.124696609,0.168454793,0.208960453,0.148521493,0.87994328,0.666269013,automl\lightGBM_AutoMl2021_2513,0.757783265,0.82936963,0.125389629,0.131080993,0.209725497,0.11221724,0.630692856,0.552833223,automl\lightGBM_AutoMl2023_2513
3557,0.11,9,8,0.6,0.3,6,100,0.828072819,0.91437193,0.112529807,0.148507345,0.171836896,0.141900922,0.761304553,0.72563448,automl\lightGBM_AutoMl2021_3557,0.833537117,0.915914151,0.108900021,0.175654851,0.111569205,0.187399769,0.745521261,0.735911367,automl\lightGBM_AutoMl2023_3557
3599,0.11,9,8,0.7,0.3,6,100,0.828072819,0.91437193,0.112529807,0.148507345,0.171836896,0.141900922,0.761304553,0.72563448,automl\lightGBM_AutoMl2021_3599,0.833537117,0.915914151,0.108900021,0.175654851,0.111569205,0.187399769,0.745521261,0.735911367,automl\lightGBM_AutoMl2023_3599
3641,0.11,9,8,0.8,0.3,6,100,0.828072819,0.91437193,0.112529807,0.148507345,0.171836896,0.141900922,0.761304553,0.72563448,automl\lightGBM_AutoMl2021_3641,0.833537117,0.915914151,0.108900021,0.175654851,0.111569205,0.187399769,0.745521261,0.735911367,automl\lightGBM_AutoMl2023_3641
3683,0.11,9,8,1,0.3,6,100,0.828072819,0.91437193,0.112529807,0.148507345,0.171836896,0.141900922,0.761304553,0.72563448,automl\lightGBM_AutoMl2021_3683,0.833537117,0.915914151,0.108900021,0.175654851,0.111569205,0.187399769,0.745521261,0.735911367,automl\lightGBM_AutoMl2023_3683
6397,0.11,13,14,0.6,0.5,8,60,0.828049123,0.922339412,0.102078228,0.140762315,0.190332633,0.12752116,0.748542619,0.730585883,automl\lightGBM_AutoMl2021_6397,0.848679719,0.93391596,0.080937457,0.131882453,0.115937292,0.13463103,0.738614289,0.74830527,automl\lightGBM_AutoMl2023_6397
6439,0.11,13,14,0.7,0.5,8,60,0.828049123,0.922339412,0.102078228,0.140762315,0.190332633,0.12752116,0.748542619,0.730585883,automl\lightGBM_AutoMl2021_6439,0.848679719,0.93391596,0.080937457,0.131882453,0.115937292,0.13463103,0.738614289,0.74830527,automl\lightGBM_AutoMl2023_6439
6481,0.11,13,14,0.8,0.5,8,60,0.828049123,0.922339412,0.102078228,0.140762315,0.190332633,0.12752116,0.748542619,0.730585883,automl\lightGBM_AutoMl2021_6481,0.848679719,0.93391596,0.080937457,0.131882453,0.115937292,0.13463103,0.738614289,0.74830527,automl\lightGBM_AutoMl2023_6481
6523,0.11,13,14,1,0.5,8,60,0.828049123,0.922339412,0.102078228,0.140762315,0.190332633,0.12752116,0.748542619,0.730585883,automl\lightGBM_AutoMl2021_6523,0.848679719,0.93391596,0.080937457,0.131882453,0.115937292,0.13463103,0.738614289,0.74830527,automl\lightGBM_AutoMl2023_6523
8920,0.125,11,14,0.6,0.5,9,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_8920,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_8920
8923,0.125,11,14,0.6,0.5,11,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_8923,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_8923
8962,0.125,11,14,0.7,0.5,9,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_8962,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_8962
8965,0.125,11,14,0.7,0.5,11,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_8965,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_8965
9004,0.125,11,14,0.8,0.5,9,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_9004,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_9004
9007,0.125,11,14,0.8,0.5,11,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_9007,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_9007
9046,0.125,11,14,1,0.5,9,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_9046,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_9046
9049,0.125,11,14,1,0.5,11,60,0.828030562,0.930337683,0.094803227,0.138259782,0.190153365,0.124676453,0.736410903,0.724651163,automl\lightGBM_AutoMl2021_9049,0.852983154,0.940399665,0.077305917,0.132789796,0.126727553,0.133843212,0.753507447,0.760815081,automl\lightGBM_AutoMl2023_9049
9586,0.125,13,12,0.6,0.5,7,60,0.827925625,0.925339753,0.098126805,0.125691718,0.144543898,0.120879034,0.707420829,0.703155587,automl\lightGBM_AutoMl2021_9586,0.855242455,0.937364087,0.078846597,0.136492474,0.111666667,0.140908132,0.760630261,0.76046612,automl\lightGBM_AutoMl2023_9586
9628,0.125,13,12,0.7,0.5,7,60,0.827925625,0.925339753,0.098126805,0.125691718,0.144543898,0.120879034,0.707420829,0.703155587,automl\lightGBM_AutoMl2021_9628,0.855242455,0.937364087,0.078846597,0.136492474,0.111666667,0.140908132,0.760630261,0.76046612,automl\lightGBM_AutoMl2023_9628
9670,0.125,13,12,0.8,0.5,7,60,0.827925625,0.925339753,0.098126805,0.125691718,0.144543898,0.120879034,0.707420829,0.703155587,automl\lightGBM_AutoMl2021_9670,0.855242455,0.937364087,0.078846597,0.136492474,0.111666667,0.140908132,0.760630261,0.76046612,automl\lightGBM_AutoMl2023_9670
9712,0.125,13,12,1,0.5,7,60,0.827925625,0.925339753,0.098126805,0.125691718,0.144543898,0.120879034,0.707420829,0.703155587,automl\lightGBM_AutoMl2021_9712,0.855242455,0.937364087,0.078846597,0.136492474,0.111666667,0.140908132,0.760630261,0.76046612,automl\lightGBM_AutoMl2023_9712
5383,0.11,11,12,0.6,0.5,6,60,0.827842545,0.92369295,0.098689346,0.138153729,0.20874399,0.119308519,0.753426816,0.735522572,automl\lightGBM_AutoMl2021_5383,0.854310467,0.937971816,0.077613122,0.131092396,0.119129288,0.133173334,0.754370818,0.761354972,automl\lightGBM_AutoMl2023_5383
5425,0.11,11,12,0.7,0.5,6,60,0.827842545,0.92369295,0.098689346,0.138153729,0.20874399,0.119308519,0.753426816,0.735522572,automl\lightGBM_AutoMl2021_5425,0.854310467,0.937971816,0.077613122,0.131092396,0.119129288,0.133173334,0.754370818,0.761354972,automl\lightGBM_AutoMl2023_5425
5467,0.11,11,12,0.8,0.5,6,60,0.827842545,0.92369295,0.098689346,0.138153729,0.20874399,0.119308519,0.753426816,0.735522572,automl\lightGBM_AutoMl2021_5467,0.854310467,0.937971816,0.077613122,0.131092396,0.119129288,0.133173334,0.754370818,0.761354972,automl\lightGBM_AutoMl2023_5467
5509,0.11,11,12,1,0.5,6,60,0.827842545,0.92369295,0.098689346,0.138153729,0.20874399,0.119308519,0.753426816,0.735522572,automl\lightGBM_AutoMl2021_5509,0.854310467,0.937971816,0.077613122,0.131092396,0.119129288,0.133173334,0.754370818,0.761354972,automl\lightGBM_AutoMl2023_5509
6409,0.11,13,14,0.6,0.3,5,60,0.82777121,0.905591531,0.115394464,0.127515196,0.099923611,0.135660981,0.724751851,0.679117148,automl\lightGBM_AutoMl2021_6409,0.833369968,0.916200289,0.110870806,0.178437154,0.1179998,0.190217814,0.760414418,0.730912863,automl\lightGBM_AutoMl2023_6409
6451,0.11,13,14,0.7,0.3,5,60,0.82777121,0.905591531,0.115394464,0.127515196,0.099923611,0.135660981,0.724751851,0.679117148,automl\lightGBM_AutoMl2021_6451,0.833369968,0.916200289,0.110870806,0.178437154,0.1179998,0.190217814,0.760414418,0.730912863,automl\lightGBM_AutoMl2023_6451
6493,0.11,13,14,0.8,0.3,5,60,0.82777121,0.905591531,0.115394464,0.127515196,0.099923611,0.135660981,0.724751851,0.679117148,automl\lightGBM_AutoMl2021_6493,0.833369968,0.916200289,0.110870806,0.178437154,0.1179998,0.190217814,0.760414418,0.730912863,automl\lightGBM_AutoMl2023_6493
6535,0.11,13,14,1,0.3,5,60,0.82777121,0.905591531,0.115394464,0.127515196,0.099923611,0.135660981,0.724751851,0.679117148,automl\lightGBM_AutoMl2021_6535,0.833369968,0.916200289,0.110870806,0.178437154,0.1179998,0.190217814,0.760414418,0.730912863,automl\lightGBM_AutoMl2023_6535
6723,0.125,9,4,0.6,0.5,5,15,0.827721971,0.926866554,0.09803691,0.143495948,0.195103171,0.129888587,0.745076414,0.731024888,automl\lightGBM_AutoMl2021_6723,0.851709915,0.939455641,0.077126589,0.136389848,0.12327051,0.138649557,0.748758904,0.758831893,automl\lightGBM_AutoMl2023_6723
6765,0.125,9,4,0.7,0.5,5,15,0.827721971,0.926866554,0.09803691,0.143495948,0.195103171,0.129888587,0.745076414,0.731024888,automl\lightGBM_AutoMl2021_6765,0.851709915,0.939455641,0.077126589,0.136389848,0.12327051,0.138649557,0.748758904,0.758831893,automl\lightGBM_AutoMl2023_6765
6807,0.125,9,4,0.8,0.5,5,15,0.827721971,0.926866554,0.09803691,0.143495948,0.195103171,0.129888587,0.745076414,0.731024888,automl\lightGBM_AutoMl2021_6807,0.851709915,0.939455641,0.077126589,0.136389848,0.12327051,0.138649557,0.748758904,0.758831893,automl\lightGBM_AutoMl2023_6807
6849,0.125,9,4,1,0.5,5,15,0.827721971,0.926866554,0.09803691,0.143495948,0.195103171,0.129888587,0.745076414,0.731024888,automl\lightGBM_AutoMl2021_6849,0.851709915,0.939455641,0.077126589,0.136389848,0.12327051,0.138649557,0.748758904,0.758831893,automl\lightGBM_AutoMl2023_6849
3865,0.11,9,14,0.6,0.5,4,60,0.827720454,0.928605845,0.094616672,0.148193934,0.229400777,0.126365681,0.765085867,0.744842396,automl\lightGBM_AutoMl2021_3865,0.850427919,0.944179371,0.074733872,0.133965922,0.122788698,0.135874623,0.738614289,0.751262349,automl\lightGBM_AutoMl2023_3865
3907,0.11,9,14,0.7,0.5,4,60,0.827720454,0.928605845,0.094616672,0.148193934,0.229400777,0.126365681,0.765085867,0.744842396,automl\lightGBM_AutoMl2021_3907,0.850427919,0.944179371,0.074733872,0.133965922,0.122788698,0.135874623,0.738614289,0.751262349,automl\lightGBM_AutoMl2023_3907
3949,0.11,9,14,0.8,0.5,4,60,0.827720454,0.928605845,0.094616672,0.148193934,0.229400777,0.126365681,0.765085867,0.744842396,automl\lightGBM_AutoMl2021_3949,0.850427919,0.944179371,0.074733872,0.133965922,0.122788698,0.135874623,0.738614289,0.751262349,automl\lightGBM_AutoMl2023_3949
