,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,colsample_bylevel,colsample_bynode,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,,,评分,AUC,MSE,拟合曲线偏差度,正偏差度,负偏差度,recall,f1,16
213,0.3,5,1.5,1,0.3,0.8,0.8,0.872732806,0.949448891,0.1076708,0.166031404,0.119217161,0.184811923,0.920592406,0.759274901,,,0.854944221,0.921837112,0.093446164,0.13630677,0.074612949,0.150327869,0.79667602,0.715518077,automl\Xgboost_AutoMl2023_213
388,0.35,6,1.5,0.8,0.4,0.8,0.5,0.732031801,0.81434196,0.145491032,0.112226162,0.202434939,0.082838076,0.546399874,0.491601106,,,0.854537483,0.922427651,0.086107923,0.109715254,0.068615041,0.118434563,0.76278869,0.706446777,automl\Xgboost_AutoMl2023_388
195,0.3,5,1.1,0.8,0.3,0.8,0.8,0.811429035,0.869711819,0.132677567,0.136858934,0.096726044,0.150791112,0.727587837,0.637537102,,,0.854489708,0.926679451,0.093987179,0.140315697,0.089615385,0.152583556,0.813727606,0.710449449,automl\Xgboost_AutoMl2023_195
293,0.35,4,0.8,0.8,0.4,0.8,0.8,0.838774467,0.923221915,0.106742297,0.121319805,0.071951041,0.13491884,0.717661888,0.691776141,,,0.854405929,0.933721717,0.080830163,0.114771617,0.114483003,0.1148367,0.790416577,0.712382064,automl\Xgboost_AutoMl2023_293
108,0.2,7,0.8,0.8,0.2,0.8,0.5,0.895486999,0.948929787,0.090849968,0.126677852,0.056662484,0.150304852,0.900110288,0.798072222,,,0.854134559,0.926791501,0.087574087,0.136469668,0.088530849,0.145600783,0.766458019,0.744132439,automl\Xgboost_AutoMl2023_108
109,0.2,7,0.8,0.8,0.2,0.8,0.8,0.895486999,0.948929787,0.090849968,0.126677852,0.056662484,0.150304852,0.900110288,0.798072222,,,0.854134559,0.926791501,0.087574087,0.136469668,0.088530849,0.145600783,0.766458019,0.744132439,automl\Xgboost_AutoMl2023_109
252,0.3,7,0.8,0.8,0.2,0.8,0.5,0.878392704,0.944151288,0.098258341,0.137403444,0.092018408,0.154190338,0.892390106,0.761495026,,,0.854124662,0.920394118,0.091250815,0.128754805,0.07496408,0.140674998,0.785668034,0.713655524,automl\Xgboost_AutoMl2023_252
253,0.3,7,0.8,0.8,0.2,0.8,0.8,0.878392704,0.944151288,0.098258341,0.137403444,0.092018408,0.154190338,0.892390106,0.761495026,,,0.854124662,0.920394118,0.091250815,0.128754805,0.07496408,0.140674998,0.785668034,0.713655524,automl\Xgboost_AutoMl2023_253
359,0.35,5,1.5,1,0.4,0.8,0.8,0.771331988,0.862323387,0.138372183,0.144950614,0.22748882,0.105095766,0.723964078,0.552516082,,,0.85386059,0.922690512,0.087432722,0.110775722,0.092481297,0.115234612,0.797323548,0.693839219,automl\Xgboost_AutoMl2023_359
196,0.3,5,1.1,0.8,0.4,0.8,0.5,0.804149357,0.888929038,0.11750699,0.106803216,0.101977657,0.10808364,0.637939184,0.624315781,,,0.853704358,0.932950829,0.080747526,0.115543754,0.120174538,0.114454728,0.799050291,0.706690847,automl\Xgboost_AutoMl2023_196
137,0.2,7,1.5,0.8,0.4,0.8,0.8,0.853250692,0.913217912,0.102412138,0.097980246,0.056845784,0.109865549,0.752323933,0.711200477,,,0.853574356,0.937460554,0.076617625,0.110897895,0.127599929,0.107126597,0.788689834,0.710411199,automl\Xgboost_AutoMl2023_137
567,0.4,7,1.5,0.8,0.3,0.8,0.8,0.781275903,0.853440251,0.145451438,0.149151577,0.214643982,0.116648903,0.765716086,0.577746077,,,0.853502411,0.923648566,0.090368325,0.117694012,0.124323077,0.115913036,0.834880207,0.694871104,automl\Xgboost_AutoMl2023_567
447,0.4,4,1.1,0.8,0.3,0.8,0.8,0.745616997,0.828454352,0.136724671,0.102141636,0.171232641,0.081475427,0.546242319,0.509104258,,,0.853482836,0.925515141,0.08071068,0.09175246,0.040807039,0.101533981,0.715950788,0.692701263,automl\Xgboost_AutoMl2023_447
0,0.2,4,0.8,0.8,0.2,0.8,0.5,0.88235618,0.937090075,0.096850956,0.118646321,0.057196382,0.138590238,0.857255396,0.77248527,,,0.853457375,0.926820108,0.091142892,0.144435395,0.090768923,0.154863813,0.774660047,0.745611302,automl\Xgboost_AutoMl2023_0
1,0.2,4,0.8,0.8,0.2,0.8,0.8,0.88235618,0.937090075,0.096850956,0.118646321,0.057196382,0.138590238,0.857255396,0.77248527,,,0.853457375,0.926820108,0.091142892,0.144435395,0.090768923,0.154863813,0.774660047,0.745611302,automl\Xgboost_AutoMl2023_1
172,0.3,4,1.5,0.8,0.4,0.8,0.5,0.853772583,0.913926434,0.114978564,0.145199126,0.10521731,0.158775073,0.835355286,0.738748781,,,0.85328723,0.928831627,0.091336743,0.137173389,0.12932185,0.139259794,0.843298079,0.705425657,automl\Xgboost_AutoMl2023_172
459,0.4,4,1.5,0.8,0.3,0.8,0.8,0.84602601,0.908534402,0.116992291,0.135073446,0.08788273,0.151790997,0.806680321,0.700889802,,,0.85320265,0.924563469,0.084177523,0.106105428,0.067828829,0.114554168,0.760630261,0.692133949,automl\Xgboost_AutoMl2023_459
323,0.35,4,1.5,1,0.4,0.8,0.8,0.821868948,0.907321669,0.124062416,0.144195581,0.174494995,0.12802942,0.846699228,0.619945781,,,0.853133123,0.923338608,0.095365845,0.137867336,0.109044499,0.145704873,0.841355493,0.696382314,automl\Xgboost_AutoMl2023_323
238,0.3,6,1.1,1,0.4,0.8,0.5,0.772089395,0.874489771,0.12102678,0.10435925,0.163172561,0.086786111,0.59335119,0.553254003,,,0.852938629,0.925647698,0.08610596,0.104738711,0.092578453,0.107668284,0.786963091,0.688444109,automl\Xgboost_AutoMl2023_238
480,0.4,5,1.1,0.8,0.2,0.8,0.5,0.891054261,0.948224869,0.095148602,0.13118431,0.055781698,0.156847499,0.892074996,0.788140312,,,0.852737185,0.92924059,0.084196014,0.127432071,0.101213307,0.132668856,0.76883229,0.731191625,automl\Xgboost_AutoMl2023_480
481,0.4,5,1.1,0.8,0.2,0.8,0.8,0.891054261,0.948224869,0.095148602,0.13118431,0.055781698,0.156847499,0.892074996,0.788140312,,,0.852737185,0.92924059,0.084196014,0.127432071,0.101213307,0.132668856,0.76883229,0.731191625,automl\Xgboost_AutoMl2023_481
400,0.35,7,0.8,0.8,0.4,0.8,0.5,0.811700045,0.893577624,0.108797067,0.09881284,0.13968879,0.088142241,0.666929258,0.656992084,,,0.852491816,0.92859753,0.077907313,0.088642731,0.087189338,0.088944066,0.74401036,0.696082391,automl\Xgboost_AutoMl2023_400
214,0.3,5,1.5,1,0.4,0.8,0.5,0.74050417,0.808676447,0.151624109,0.131461314,0.207731836,0.103975022,0.604064913,0.521100917,,,0.852418978,0.920106601,0.094838837,0.120569167,0.106421636,0.124437829,0.83056335,0.685673557,automl\Xgboost_AutoMl2023_214
112,0.2,7,0.8,0.8,0.4,0.8,0.5,0.813239286,0.876915712,0.125905493,0.122744397,0.096171531,0.131022421,0.703009296,0.64433213,,,0.852317819,0.923897657,0.087772251,0.120432332,0.091560799,0.126749126,0.778545219,0.711229419,automl\Xgboost_AutoMl2023_112
46,0.2,5,0.8,1,0.4,0.8,0.5,0.799107756,0.882787845,0.124925911,0.121964037,0.120492541,0.122444566,0.673704112,0.605537067,,,0.852217942,0.928956398,0.087275197,0.121491171,0.117399808,0.122540011,0.816317721,0.694199706,automl\Xgboost_AutoMl2023_46
119,0.2,7,0.8,1,0.4,0.8,0.8,0.741092324,0.815199713,0.14722679,0.126038369,0.200026567,0.098934859,0.594926737,0.509719222,,,0.852203322,0.919456053,0.092695955,0.121777872,0.097811394,0.12786152,0.812216706,0.693832396,automl\Xgboost_AutoMl2023_119
329,0.35,5,0.8,0.8,0.4,0.8,0.8,0.825672102,0.895040173,0.125719086,0.137023553,0.130386592,0.139808989,0.802583898,0.649537775,,,0.85219655,0.928305288,0.086173208,0.116182316,0.112270531,0.117174481,0.808547378,0.690952688,automl\Xgboost_AutoMl2023_329
143,0.2,7,1.5,1,0.4,0.8,0.8,0.805537506,0.859412653,0.135058168,0.129253197,0.101115253,0.138657867,0.708523712,0.630715288,,,0.851984301,0.925209908,0.089692565,0.128038053,0.099229787,0.134857367,0.799050291,0.704606014,automl\Xgboost_AutoMl2023_143
299,0.35,4,0.8,1,0.4,0.8,0.8,0.821292168,0.872561384,0.130300549,0.12769881,0.080580414,0.143206682,0.735150465,0.658620933,,,0.851975939,0.919710968,0.090909726,0.129002411,0.091106667,0.137505485,0.789769048,0.713394424,automl\Xgboost_AutoMl2023_299
273,0.3,7,1.1,1,0.3,0.8,0.8,0.842936529,0.932137094,0.12319664,0.170241864,0.173470363,0.168643506,0.907200252,0.685190694,,,0.851850287,0.921222779,0.095206823,0.13106959,0.103289892,0.138232522,0.822145478,0.697299771,automl\Xgboost_AutoMl2023_273
396,0.35,7,0.8,0.8,0.2,0.8,0.5,0.874693637,0.934797392,0.099882649,0.12267475,0.067985167,0.141503532,0.853474082,0.750432915,,,0.851746891,0.919472452,0.089773622,0.123195087,0.072633028,0.134111076,0.769479819,0.707130814,automl\Xgboost_AutoMl2023_396
397,0.35,7,0.8,0.8,0.2,0.8,0.8,0.874693637,0.934797392,0.099882649,0.12267475,0.067985167,0.141503532,0.853474082,0.750432915,,,0.851746891,0.919472452,0.089773622,0.123195087,0.072633028,0.134111076,0.769479819,0.707130814,automl\Xgboost_AutoMl2023_397
425,0.35,7,1.5,0.8,0.4,0.8,0.8,0.767221592,0.845364276,0.1453684,0.132105546,0.244841199,0.070097895,0.743028202,0.537252221,,,0.851658542,0.931007916,0.082313956,0.102019939,0.109871297,0.100041808,0.793222534,0.679925994,automl\Xgboost_AutoMl2023_425
106,0.2,6,1.5,1,0.4,0.8,0.5,0.802981955,0.869540778,0.125741492,0.109742624,0.085104862,0.117204578,0.658421301,0.610518627,,,0.851553537,0.921885058,0.08981118,0.11527823,0.085190866,0.122389833,0.785020505,0.692695934,automl\Xgboost_AutoMl2023_106
328,0.35,5,0.8,0.8,0.4,0.8,0.5,0.731082441,0.795176581,0.148330283,0.11459415,0.183184908,0.093776049,0.538522136,0.498905269,,,0.851492573,0.913172012,0.094874605,0.120023457,0.060218575,0.134192021,0.781782862,0.689117199,automl\Xgboost_AutoMl2023_328
237,0.3,6,1.1,1,0.3,0.8,0.8,0.882843102,0.953031141,0.104741362,0.166694631,0.109864312,0.188664896,0.938868757,0.786459021,,,0.851291847,0.925622462,0.08865152,0.120802111,0.116223112,0.122001028,0.818476149,0.689329213,automl\Xgboost_AutoMl2023_237
207,0.3,5,1.5,0.8,0.3,0.8,0.8,0.840976055,0.896671399,0.128411252,0.148969545,0.082588172,0.173098589,0.811564519,0.697589382,,,0.851222119,0.925178171,0.093495206,0.135172998,0.101574739,0.143554099,0.812648392,0.699749094,automl\Xgboost_AutoMl2023_207
155,0.3,4,0.8,1,0.4,0.8,0.8,0.836527906,0.903411226,0.117079517,0.126652526,0.098675577,0.136509975,0.77942335,0.678740482,,,0.850962223,0.920411457,0.096123238,0.13965433,0.090479723,0.151766282,0.810058278,0.701560894,automl\Xgboost_AutoMl2023_155
537,0.4,6,1.5,1,0.3,0.8,0.8,0.890608158,0.95276952,0.09349105,0.140881031,0.086317967,0.160839675,0.921537734,0.790031742,,,0.850903543,0.921004538,0.08939551,0.12384668,0.092111629,0.130899335,0.781135333,0.708635207,automl\Xgboost_AutoMl2023_537
316,0.35,4,1.5,0.8,0.4,0.8,0.5,0.824708116,0.887212702,0.126509464,0.142687096,0.12486042,0.148977472,0.778005357,0.677087618,,,0.850891664,0.928431865,0.084077537,0.111270932,0.131052215,0.10614179,0.814375135,0.688943668,automl\Xgboost_AutoMl2023_316
315,0.35,4,1.5,0.8,0.3,0.8,0.8,0.829020941,0.893493151,0.114652811,0.109793276,0.083237832,0.117941955,0.722230975,0.66608544,,,0.850664189,0.923104428,0.088023776,0.122525575,0.064358601,0.134239109,0.747463846,0.708324811,automl\Xgboost_AutoMl2023_315
372,0.35,6,1.1,0.8,0.2,0.8,0.5,0.877064206,0.944726465,0.099005109,0.141050399,0.096570248,0.157347089,0.890972113,0.763312411,,,0.850570051,0.918991098,0.089812798,0.126158207,0.080564815,0.135891911,0.769911504,0.711053523,automl\Xgboost_AutoMl2023_372
373,0.35,6,1.1,0.8,0.2,0.8,0.8,0.877064206,0.944726465,0.099005109,0.141050399,0.096570248,0.157347089,0.890972113,0.763312411,,,0.850570051,0.918991098,0.089812798,0.126158207,0.080564815,0.135891911,0.769911504,0.711053523,automl\Xgboost_AutoMl2023_373
305,0.35,4,1.1,0.8,0.4,0.8,0.8,0.876139715,0.935170334,0.114535313,0.160162087,0.077520033,0.191133525,0.90546715,0.768418238,,,0.850474854,0.925755027,0.090865025,0.124729589,0.102035884,0.130361718,0.802287934,0.692436662,automl\Xgboost_AutoMl2023_305
292,0.35,4,0.8,0.8,0.4,0.8,0.5,0.867699223,0.928748191,0.103533418,0.142122008,0.098520374,0.155662158,0.845596345,0.776026605,,,0.850164237,0.933448156,0.078722135,0.119432137,0.128978202,0.117345865,0.780919491,0.713750247,automl\Xgboost_AutoMl2023_292
281,0.3,7,1.5,0.8,0.4,0.8,0.8,0.782751434,0.857474869,0.141940341,0.138050842,0.243567356,0.079893439,0.791082401,0.571509874,,,0.849841255,0.921882213,0.082806325,0.092241155,0.077722114,0.09550888,0.751780704,0.678154206,automl\Xgboost_AutoMl2023_281
333,0.35,5,0.8,1,0.3,0.8,0.8,0.874639462,0.945472517,0.110816639,0.160149424,0.108335125,0.181773007,0.928470143,0.753195297,,,0.849573012,0.918538802,0.098596903,0.137290676,0.1028245,0.146195474,0.821497949,0.696113397,automl\Xgboost_AutoMl2023_333
521,0.4,6,1.1,0.8,0.4,0.8,0.8,0.819703576,0.875219412,0.121925841,0.098958465,0.0918687,0.10129784,0.715456121,0.640298928,,,0.849370283,0.926403078,0.081672172,0.095041376,0.10170179,0.093430103,0.773149147,0.67508481,automl\Xgboost_AutoMl2023_521
360,0.35,6,0.8,0.8,0.2,0.8,0.5,0.875335914,0.943245225,0.101590594,0.141181778,0.095799442,0.158175964,0.890972113,0.756369959,,,0.849365714,0.922336091,0.08929212,0.131696749,0.097842027,0.138903268,0.775523419,0.717165669,automl\Xgboost_AutoMl2023_360
361,0.35,6,0.8,0.8,0.2,0.8,0.8,0.875335914,0.943245225,0.101590594,0.141181778,0.095799442,0.158175964,0.890972113,0.756369959,,,0.849365714,0.922336091,0.08929212,0.131696749,0.097842027,0.138903268,0.775523419,0.717165669,automl\Xgboost_AutoMl2023_361
312,0.35,4,1.5,0.8,0.2,0.8,0.5,0.885711076,0.934745268,0.103348264,0.125672724,0.028989329,0.158788091,0.870489995,0.76704151,,,0.849325318,0.915890041,0.104385928,0.159643579,0.075573698,0.178671741,0.799913663,0.719751408,automl\Xgboost_AutoMl2023_312
313,0.35,4,1.5,0.8,0.2,0.8,0.8,0.885711076,0.934745268,0.103348264,0.125672724,0.028989329,0.158788091,0.870489995,0.76704151,,,0.849325318,0.915890041,0.104385928,0.159643579,0.075573698,0.178671741,0.799913663,0.719751408,automl\Xgboost_AutoMl2023_313
465,0.4,4,1.5,1,0.3,0.8,0.8,0.882543792,0.959633632,0.099128199,0.160670191,0.127109798,0.17415243,0.944225618,0.778311688,,,0.849163985,0.912714308,0.095247241,0.124048674,0.065421872,0.136912518,0.767105547,0.699881843,automl\Xgboost_AutoMl2023_465
113,0.2,7,0.8,0.8,0.4,0.8,0.8,0.832473029,0.893477821,0.116729819,0.123613397,0.092073818,0.133488527,0.748857728,0.684919663,,,0.84872498,0.92932268,0.082947741,0.109782042,0.085011302,0.114962576,0.745737103,0.695031181,automl\Xgboost_AutoMl2023_113
189,0.3,5,0.8,1,0.3,0.8,0.8,0.883834887,0.94893067,0.099134891,0.142588958,0.083295427,0.163908496,0.901055617,0.77804231,,,0.848526621,0.918603184,0.093475317,0.130119893,0.085482083,0.139679589,0.770774876,0.710858963,automl\Xgboost_AutoMl2023_189
185,0.3,5,0.8,0.8,0.4,0.8,0.8,0.820245353,0.886053547,0.115221203,0.109715715,0.119555796,0.106713766,0.717031669,0.662879615,,,0.848401692,0.924752954,0.085884087,0.112039812,0.134007646,0.106391301,0.809842435,0.687746311,automl\Xgboost_AutoMl2023_185
156,0.3,4,1.1,0.8,0.2,0.8,0.5,0.882523466,0.940821322,0.104288814,0.139453273,0.082571993,0.161609774,0.915865763,0.764767794,,,0.848395814,0.91531969,0.103172168,0.151319476,0.085691291,0.166942965,0.806173106,0.709065021,automl\Xgboost_AutoMl2023_156
157,0.3,4,1.1,0.8,0.2,0.8,0.8,0.882523466,0.940821322,0.104288814,0.139453273,0.082571993,0.161609774,0.915865763,0.764767794,,,0.848395814,0.91531969,0.103172168,0.151319476,0.085691291,0.166942965,0.806173106,0.709065021,automl\Xgboost_AutoMl2023_157
357,0.35,5,1.5,1,0.3,0.8,0.8,0.893046065,0.960862248,0.086332818,0.140673674,0.103205441,0.153803813,0.922483063,0.805143014,,,0.848192977,0.921101088,0.083963958,0.109244478,0.07636464,0.115616857,0.732139003,0.705490849,automl\Xgboost_AutoMl2023_357
94,0.2,6,1.1,1,0.4,0.8,0.5,0.785722549,0.873216143,0.131419248,0.134747372,0.17471394,0.118601938,0.70348196,0.578517751,,,0.848125392,0.919089569,0.093048348,0.126215221,0.098182263,0.133216612,0.799266134,0.687842482,automl\Xgboost_AutoMl2023_94
264,0.3,7,1.1,0.8,0.2,0.8,0.5,0.873545221,0.940299633,0.102030998,0.137495251,0.09552834,0.153801266,0.891129668,0.744896615,,,0.847877226,0.920052129,0.093061404,0.130691666,0.096319502,0.139086505,0.795596806,0.691686996,automl\Xgboost_AutoMl2023_264
265,0.3,7,1.1,0.8,0.2,0.8,0.8,0.873545221,0.940299633,0.102030998,0.137495251,0.09552834,0.153801266,0.891129668,0.744896615,,,0.847877226,0.920052129,0.093061404,0.130691666,0.096319502,0.139086505,0.795596806,0.691686996,automl\Xgboost_AutoMl2023_265
262,0.3,7,0.8,1,0.4,0.8,0.5,0.772140638,0.853662042,0.14070543,0.140420413,0.21726647,0.103931273,0.72238853,0.555185566,,,0.84760922,0.920704291,0.091184267,0.115664299,0.121632164,0.114069403,0.814159292,0.679272465,automl\Xgboost_AutoMl2023_262
125,0.2,7,1.1,0.8,0.4,0.8,0.8,0.833157404,0.893921856,0.114236519,0.11932696,0.086482346,0.128428479,0.726484954,0.698583441,,,0.847057872,0.929464773,0.084940494,0.114967095,0.099276443,0.118546193,0.765594647,0.686471841,automl\Xgboost_AutoMl2023_125
472,0.4,5,0.8,0.8,0.4,0.8,0.5,0.827831059,0.900968076,0.114712323,0.126775991,0.133838987,0.12422898,0.773908933,0.667436647,,,0.846829765,0.925900819,0.085540952,0.112096827,0.107413733,0.1131669,0.770127347,0.690001934,automl\Xgboost_AutoMl2023_472
363,0.35,6,0.8,0.8,0.3,0.8,0.8,0.808706032,0.858471635,0.137889276,0.139230087,0.107025783,0.150419102,0.734520246,0.643389456,,,0.846716148,0.915939391,0.08761415,0.10438848,0.080628896,0.109522583,0.748974746,0.688014276,automl\Xgboost_AutoMl2023_363
197,0.3,5,1.1,0.8,0.4,0.8,0.8,0.821859557,0.885462366,0.125309899,0.125876915,0.12244898,0.127288166,0.781629116,0.637701652,,,0.846261233,0.919351776,0.092000999,0.116100867,0.102243995,0.119699581,0.795812648,0.672748837,automl\Xgboost_AutoMl2023_197
105,0.2,6,1.5,1,0.3,0.8,0.8,0.867044676,0.94512979,0.108279167,0.157316069,0.13578515,0.166401819,0.917598866,0.740919789,,,0.845788127,0.921137372,0.10444459,0.156942725,0.121604198,0.166754079,0.844377293,0.692205609,automl\Xgboost_AutoMl2023_105
309,0.35,4,1.1,1,0.3,0.8,0.8,0.880885977,0.95677809,0.103544657,0.168321831,0.123484336,0.18583913,0.93997164,0.783916957,,,0.845735885,0.91902062,0.100351896,0.152480941,0.100431255,0.16474999,0.800992877,0.707665904,automl\Xgboost_AutoMl2023_309
58,0.2,5,1.1,1,0.4,0.8,0.5,0.798340039,0.882853705,0.12270432,0.117742497,0.110939891,0.119746117,0.649440681,0.609132555,,,0.845690373,0.927602533,0.088059827,0.126506809,0.136350171,0.123906507,0.814375135,0.68308138,automl\Xgboost_AutoMl2023_58
520,0.4,6,1.1,0.8,0.4,0.8,0.5,0.800359108,0.887150054,0.127929314,0.142756743,0.211585741,0.11197196,0.781471561,0.61580483,,,0.845444617,0.921011657,0.085268465,0.104033362,0.108858197,0.102966742,0.759335204,0.690480864,automl\Xgboost_AutoMl2023_520
250,0.3,6,1.5,1,0.4,0.8,0.5,0.845480897,0.908378255,0.109933473,0.117486071,0.096357886,0.124631434,0.789191744,0.699092812,,,0.845371448,0.924940264,0.090050295,0.114015769,0.136102708,0.107952705,0.815454349,0.672002846,automl\Xgboost_AutoMl2023_250
226,0.3,6,0.8,1,0.4,0.8,0.5,0.782104183,0.858522348,0.131893445,0.118146131,0.169024096,0.100012882,0.671340791,0.58182563,,,0.845349619,0.9173097,0.097887058,0.128484394,0.118991383,0.131034305,0.818691992,0.681458857,automl\Xgboost_AutoMl2023_226
184,0.3,5,0.8,0.8,0.4,0.8,0.5,0.828221811,0.897794781,0.115126727,0.113394327,0.070807386,0.125307904,0.70017331,0.670691216,,,0.845314653,0.924278453,0.085763812,0.105769857,0.099119149,0.107344172,0.76429959,0.673962695,automl\Xgboost_AutoMl2023_184
519,0.4,6,1.1,0.8,0.3,0.8,0.8,0.728753353,0.796728911,0.171403781,0.159282006,0.304588621,0.069580411,0.716716559,0.494349055,,,0.845288154,0.921782367,0.088121725,0.110109468,0.105519149,0.111196059,0.772501619,0.68119528,automl\Xgboost_AutoMl2023_519
562,0.4,7,1.1,1,0.4,0.8,0.5,0.805841159,0.905112619,0.110771585,0.116840256,0.147695686,0.107018697,0.683945171,0.621296694,,,0.844598685,0.918388683,0.090733308,0.110083404,0.122672224,0.106794461,0.799050291,0.673642071,automl\Xgboost_AutoMl2023_562
453,0.4,4,1.1,1,0.3,0.8,0.8,0.87806487,0.956849249,0.093715598,0.147890022,0.137106109,0.152410369,0.93398456,0.756267143,,,0.844568567,0.910414319,0.0942222,0.124126865,0.065243439,0.136298946,0.743794518,0.696795066,automl\Xgboost_AutoMl2023_453
503,0.4,5,1.5,1,0.4,0.8,0.8,0.811253521,0.868470328,0.126947369,0.119545397,0.096713362,0.126560172,0.698440208,0.643816716,,,0.844521959,0.910353358,0.092274193,0.113092135,0.072865471,0.122020184,0.752212389,0.682797806,automl\Xgboost_AutoMl2023_503
268,0.3,7,1.1,0.8,0.4,0.8,0.5,0.741364041,0.81498898,0.148703156,0.124194314,0.219604988,0.085579446,0.617929731,0.507767996,,,0.844211863,0.916987861,0.086198872,0.099092657,0.103465389,0.098075378,0.760846104,0.67619413,automl\Xgboost_AutoMl2023_268
389,0.35,6,1.5,0.8,0.4,0.8,0.8,0.837633356,0.909954336,0.114602247,0.130240914,0.134884058,0.12849693,0.809358752,0.686214267,,,0.844206557,0.925218062,0.083176539,0.104052909,0.1192337,0.100436686,0.769695662,0.676788764,automl\Xgboost_AutoMl2023_389
335,0.35,5,0.8,1,0.4,0.8,0.8,0.813452256,0.87000348,0.1278262,0.11938236,0.0991341,0.125854326,0.711674807,0.645377911,,,0.844016337,0.921372277,0.08886599,0.115641493,0.116862903,0.115332326,0.78912152,0.674974615,automl\Xgboost_AutoMl2023_335
210,0.3,5,1.5,1,0.2,0.8,0.5,0.866755401,0.925309105,0.107902428,0.126866215,0.071563912,0.147651248,0.855994958,0.725560897,,,0.843823905,0.912681535,0.09345283,0.117891119,0.063130022,0.129782298,0.743362832,0.681373034,automl\Xgboost_AutoMl2023_210
211,0.3,5,1.5,1,0.2,0.8,0.8,0.866755401,0.925309105,0.107902428,0.126866215,0.071563912,0.147651248,0.855994958,0.725560897,,,0.843823905,0.912681535,0.09345283,0.117891119,0.063130022,0.129782298,0.743362832,0.681373034,automl\Xgboost_AutoMl2023_211
353,0.35,5,1.5,0.8,0.4,0.8,0.8,0.827410993,0.901477899,0.123015658,0.140623021,0.165889138,0.129265327,0.835512841,0.657003035,,,0.843761764,0.921978179,0.085255696,0.1055418,0.157379714,0.09254747,0.800777034,0.687992582,automl\Xgboost_AutoMl2023_353
227,0.3,6,0.8,1,0.4,0.8,0.8,0.750566589,0.820597288,0.150548301,0.139736609,0.209486166,0.111476868,0.649283126,0.533290197,,,0.843479582,0.91766046,0.099242471,0.139074412,0.12378555,0.143185952,0.821713792,0.683605674,automl\Xgboost_AutoMl2023_227
394,0.35,6,1.5,1,0.4,0.8,0.5,0.854173034,0.915104943,0.108989644,0.119825567,0.076937642,0.134181949,0.802111234,0.713574883,,,0.843431676,0.922622026,0.086766493,0.108829087,0.1242628,0.10494454,0.784804662,0.673021749,automl\Xgboost_AutoMl2023_394
321,0.35,4,1.5,1,0.3,0.8,0.8,0.864543242,0.933571813,0.111444685,0.151123844,0.09207705,0.172820346,0.866708681,0.741624537,,,0.843428389,0.908047075,0.101427341,0.148801069,0.07486967,0.164481894,0.767105547,0.710515794,automl\Xgboost_AutoMl2023_321
168,0.3,4,1.5,0.8,0.2,0.8,0.5,0.893119947,0.949379408,0.100947675,0.140942763,0.060053179,0.172367033,0.932093903,0.77918999,,,0.843094308,0.918215187,0.109575729,0.172048283,0.112001104,0.187677068,0.831642564,0.702333212,automl\Xgboost_AutoMl2023_168
169,0.3,4,1.5,0.8,0.2,0.8,0.8,0.893119947,0.949379408,0.100947675,0.140942763,0.060053179,0.172367033,0.932093903,0.77918999,,,0.843094308,0.918215187,0.109575729,0.172048283,0.112001104,0.187677068,0.831642564,0.702333212,automl\Xgboost_AutoMl2023_169
412,0.35,7,1.1,0.8,0.4,0.8,0.5,0.752057927,0.836937094,0.139670292,0.129439977,0.25163855,0.070196014,0.678903419,0.517255867,,,0.842686405,0.920327661,0.083726402,0.091333811,0.089284441,0.09179225,0.735160803,0.664974619,automl\Xgboost_AutoMl2023_412
424,0.35,7,1.5,0.8,0.4,0.8,0.5,0.765048566,0.837739022,0.143543379,0.134551095,0.202088012,0.106150785,0.68158185,0.551153013,,,0.842665871,0.916936131,0.099313826,0.138870789,0.097320825,0.148791266,0.785020505,0.689544033,automl\Xgboost_AutoMl2023_424
167,0.3,4,1.1,1,0.4,0.8,0.8,0.842994629,0.908260718,0.119906447,0.139754021,0.110859202,0.15130273,0.8325193,0.687707425,,,0.842643172,0.921778793,0.095397791,0.135036163,0.126358863,0.137356512,0.812864235,0.678008822,automl\Xgboost_AutoMl2023_167
202,0.3,5,1.1,1,0.4,0.8,0.5,0.762183563,0.848367413,0.144090904,0.145900342,0.219891387,0.115676417,0.678903419,0.55571318,,,0.842366913,0.918773909,0.097249328,0.129188115,0.145064795,0.124545244,0.837038636,0.669891173,automl\Xgboost_AutoMl2023_202
456,0.4,4,1.5,0.8,0.2,0.8,0.5,0.876879098,0.937234197,0.102934818,0.130973788,0.072454056,0.152667607,0.880100835,0.750302216,,,0.842346682,0.921667799,0.104144016,0.158954519,0.112599376,0.17120248,0.820202892,0.687907314,automl\Xgboost_AutoMl2023_456
457,0.4,4,1.5,0.8,0.2,0.8,0.8,0.876879098,0.937234197,0.102934818,0.130973788,0.072454056,0.152667607,0.880100835,0.750302216,,,0.842346682,0.921667799,0.104144016,0.158954519,0.112599376,0.17120248,0.820202892,0.687907314,automl\Xgboost_AutoMl2023_457
533,0.4,6,1.5,0.8,0.4,0.8,0.8,0.793598174,0.853909716,0.135972926,0.126555971,0.146955314,0.118877996,0.7130928,0.604070737,,,0.842225918,0.912317697,0.094580235,0.128011989,0.099185022,0.134550741,0.77034319,0.692471867,automl\Xgboost_AutoMl2023_533
